Name,Latitude,Longitude,Address,id
Ba. Đình Thắng,19.213484500328853,104.633643,"6J7M+9F Tương Dương District, Nghe An, Vietnam",38
Ba Don,17.755861900211315,106.4203402,"QC4C+749, Khu Phố 5, Quảng Trạch, Quảng Bình, Vietnam",39
Ba Hàng Đồi,20.591842300394617,105.6859157,"HMRP+P84, QL21A, TT. Thanh Hà, Kim Bôi, Hòa Bình, Vietnam",40
Bá Hiến,21.31528420040868,105.690013,"8M8R+35, Ba Hien, Bình Xuyên District, Vĩnh Phúc, Vietnam",41
Ba Làng,20.90258150040245,106.81052219999998,"WR26+X33, Ba Làng, Yên Hưng, Quảng Ninh, Vietnam",42
Ba. Mường Lòng,19.53140890034832,104.33546239999998,"G8JP+H5 Kỳ Sơn District, Nghe An, Vietnam",43
ban A Ma Hyal,13.242799099705255,108.85470549999998,"6VV3+4V Krông Pa District, Gia Lai, Vietnam",44
Ba. Năng Hóa,17.75509860021124,105.8799746,"QV4H+2X Minh Hoá, Quang Binh Province, Vietnam",45
Bằng Lũng,22.15687690040637,105.59623419999998,"5H4W+RGG, TT. Bằng Lũng, Chợ Đồn, Bắc Kạn, Vietnam",46
Bàn Thới,14.943094499900557,108.8250564,"WRVG+G7M, Đức Phú, Mộ Đức, Quảng Ngãi, Vietnam",47
Bảo Lạc,22.950808000385862,105.68109309999998,"XM2J+5CR, QL34, TT. Bảo Lạc, Bảo Lạc, Cao Bằng, Vietnam",48
Ba. Quảng Yên,19.18097330032673,104.6001782,"5JJ2+662, Quang Yên, Tương Dương, Nghệ An, Vietnam",49
Ba. Tả Suối Cầu,22.71273920039385,103.6720238,"PM7C+3R Bát Xát District, Lao Cai, Vietnam",50
Ba Tơ,14.76294489987927,108.7312641,"QP7J+4GJ, Ba Tơ, Ba Tơ District, Quang Ngai, Vietnam",51
Ba Tri,10.04570529944027,106.595301,"43, Đường 30 Tháng 4, Thị Trấn Ba Tri, Huyện Ba Tri, TT. Ba Tri, Ba Tri, Bến Tre, Vietnam",52
Bát Xát,22.541996700398617,103.89068919999998,"03 Đường D6, TT. Bát Sát, Bát Xát, Lào Cai, Vietnam",53
Ba.Xe Pu,16.875412000122147,106.5773135,"VHGG+5W Hương Hóa, Quảng Trị, Vietnam",54
Bảy Ngàn,9.88968899943275,105.5895562,"VHQQ+VVV, Tân Hoà, Châu Thành A, Hậu Giang, Vietnam",55
Ben Cat,11.15108559950971,106.6010334,"696 Hai Tháng Chín, Mỹ Phước, Bến Cát, Bình Dương, Vietnam",56
Ben Cau,11.110784199506703,106.1795383,"1 Đặng Văn Sơn, TT. Bến Cầu, Bến Cầu, Tây Ninh, Vietnam",57
Bến Lức,10.642727599474362,106.4833859,"30 Võ Công Tồn, TT. Bến Lức, Bến Lức, Long An, Vietnam",58
Bến Quan,17.023507400137888,106.90139069999998,"2WF2+9GX, TT. Bến Quan, Vĩnh Linh District, Quảng Trị, Vietnam",59
Ben Sung,19.63141400035392,105.57815399999998,"JHJH+F5X, QL45, TT. Bến Sung, Như Thanh, Thanh Hoá, Vietnam",60
Bến Tắm,21.162331800406925,106.438905,"5C6Q+RGW, Đường Quyết Tiến, TT. Bến Tắm, Chí Linh, Hải Dương, Vietnam",61
Bích Bắc,15.93641480001716,108.1732813,"W5PF+H8 Điện Bàn, Quảng Nam, Vietnam",62
Bích Động,21.273606200408263,106.1005182,"420 Đường Hoàng Hoa Thám, TT. Bích Động, Việt Yên, Bắc Giang, Vietnam",63
Bỉm Sơn,20.0834534003761,105.8589756,"3VM5+CP3, P. Ba Đình, Bỉm Sơn, Thanh Hoá, Vietnam",64
Bình Châu,10.555739599468884,107.5474683,"HG4X+73R, QL55, Bình Châu, Xuyên Mộc, Bà Rịa - Vũng Tàu, Vietnam",65
Bình Đại,10.183110199447375,106.6947051,"5MMV+7QW, Võ Thị Phò, TT. Bình Đại, Bình Đại, Bến Tre, Vietnam",66
Bình Định,16.352812600064667,107.4833401,"9F3M+68, Bình Thuận, Hương Trà District, Thua Thien Hue, Vietnam",67
Binh Duong,14.297235699824569,109.07966989999998,"73WH+WRH, Nguyễn Du, TT. Bình Dương, Phù Mỹ, Bình Định, Vietnam",68
Binh Duong New City,11.055941799502673,106.68114199999998,"3M4J+FH6, Phú Chánh, Tân Uyên District, Binh Duong, Vietnam",69
Bình Gia,21.953854800408774,106.3757724,"X93G+45R, 19 Tháng 4, Bình Gia, Lạng Sơn, Vietnam",70
Bình Kiều(1),15.579016599975551,108.05797739999998,"H3H5+J5 Hiệp Đức District, Quảng Nam, Vietnam",71
Bình La,9.896693899433076,106.2633397,"V7W7+8MM, QL60, Song Lộc, Châu Thành, Trà Vinh, Vietnam",72
Bình Liêu,21.52617070040999,107.4006001,"GCG2+F92, Đường Hoàng Cần, TT. Bình Liêu, Bình Liêu, Quảng Ninh, Vietnam",73
Binh Long,11.651175099549697,106.60707949999998,"29 Lê Quý Đôn, An Lộc, Bình Long, Bình Phước, Vietnam",74
Binh Minh,19.989446600371924,106.0604471,"X3Q6+X7R, Không tên, Binh Minh, Kim Sơn, Ninh Bình, Vietnam",75
Binh Minh,10.068178099441402,105.82286609999998,"121 Phan Văn Năm, Cái Vồn, Bình Minh, Vĩnh Long, Vietnam",76
Bình Mỹ,20.49142060039152,106.0081321,"F2R5+J7C, TT. Bình Mỹ, Bình Lục District, Hà Nam, Vietnam",77
Bình Phong Thạnh,10.728701799479946,106.05912349999998,"P3H5+FG2, Lê Thị Tự, Bình Phong Thạnh, Mộc Hóa, Long An, Vietnam",78
Binh Tan,10.74980929948134,106.6056635,"Bãi xe 203, Đường 34,, Bình Trị Đông B, Bình Tân, Thành phố Hồ Chí Minh, Vietnam",79
Bình Thạnh,10.804659099485011,106.7078477,"118, 154 Đ. Bạch Đằng, Phường 24, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",80
Bình Thạnh,11.776982999560508,108.2965551,"392, Ấp Thanh Bình 1, Xã Bình Thạnh, Huyện Đức Trọng, Tỉnh Lâm Đồng, N'Thol Hạ, Đức Trọng, Lâm Đồng, Vietnam",81
Binh Thuy District,10.074247199441707,105.73980520000002,"3PFQ+MW Bình Thủy, Cần Thơ, Vietnam",82
Bo,20.672403100396902,105.5346803,"MGCM+XW9, Khu Thành Công, Kim Bôi, Hòa Bình, Vietnam",83
Bộc Bố,22.61205700039676,105.667074,"JM78+5W5, Bộc Bố, Pác Nặm District, Bắc Kạn Province, Vietnam",84
Bố Hạ,21.446884100409644,106.1968536,"C5WW+RV2, TT. Bố Hạ, Yên Thế District, Bac Giang, Vietnam",85
Bờ lá,11.6982228995537,107.7533664,"MQX3+78 Bảo Lâm District, Lam Dong, Vietnam",86
Bồ Mừng,15.941225100017718,108.2299451,"W6RH+PVC, Hòa Phước, Hòa Vang, Da Nang, Vietnam",87
Bồng Sơn,14.42958059984004,109.0157144,"C2H8+R7V, P. Bồng Sơn, Hoài Nhơn, Bình Định, Vietnam",88
Borei Cholsar,10.83404519948701,105.0179878,"R2M9+QCH, Bourei Cholsar District, Cambodia",89
Búng Tàu,9.7118668994249,105.77760349999998,"PQ6H+P39, Tân Phước Hưng, Phụng Hiệp District, Hau Giang, Vietnam",90
Bù Nho,11.728789199556331,106.8728778,"1277 ĐT741, Bu Nho, Bù Gia Mập, Bình Phước, Vietnam",91
buôn Dar,11.509209499537844,107.0066422,"G254+MM Đồng Phú District, Binh Phuoc, Vietnam",92
Buôn Hồ,12.918742399670672,108.2668299,"22 Phan Bội Châu, Phường An Lạc, Buôn Hồ, Đắk Lắk, Vietnam",93
Buôn Trấp,12.488380099626816,108.0311534,"F2QJ+8JH, Hoàng Văn Thụ, Buôn Trấp, KRông Ana, Đắk Lắk, Vietnam",94
Bút Sơn,19.85762600036568,105.8546278,"VV53+4RM, Đạo Sơn, Hoằng Hoá, Thanh Hoá, Vietnam",95
Ca Giun,17.673606000203478,105.9484329,"MWFX+C9 Minh Hoá, Quang Binh Province, Vietnam",96
Cai Be,10.33544389945578,106.0343064,"3 Cô Bắc, TT. Cái Bè, Cái Bè, Tiền Giang, Vietnam",97
Cái Cối,9.595429799420188,106.32220940000002,"H8WC+5V Duyên Hải District, Tra Vinh, Vietnam",98
Cái Dầu,10.569073599469712,105.2426087,"67/2 QL91, TT. Cái Dầu, Châu Phú, An Giang, Vietnam",99
Cái Đôi Vàm,8.868991499398497,104.810936,"VR96+H9 Phú Tân District, Ca Mau, Vietnam",100
Cai Lậy,10.408205799459983,106.12198569999998,"17 Đ. Bến Cát, TT. Cai Lậy, Cai Lậy, Tiền Giang, Vietnam",101
Cái Nhum,10.180959899447265,106.1131635,"119 3 tháng 2, Cái Nhum, Mang Thít, Vĩnh Long, Vietnam",102
Cái Nước,8.939456599400007,105.0161095,"413, 30/4 Street, Group 1, Cai Nuoc Town, Cai Nuoc District, TT. Cái Nước, Cái Nước, Cà Mau, Vietnam",103
Cai Rang District,10.001299799438067,105.7489491,"2P2X+MCW, Nguyễn Trãi, Lê Bình, Cái Răng, Cần Thơ, Vietnam",104
Cái Rồng,21.070357200405564,107.42110329999998,"Khu 5, Thị Trấn Cái Rồng, Huyện Vân Đồn, Tỉnh Quảng Ninh, 197 ĐT334, TT. Cái Rồng, Vân Đồn, Quảng Ninh, Vietnam",105
Cái Tắc,9.928475499434564,105.7308934,"WPHJ+99 Châu Thành A, Hau Giang, Vietnam",106
Cai Tau Ha,10.259730999451532,105.87043799999998,"208 QL80, TT. Cái Tàu Hạ, Châu Thành, Đồng Tháp, Vietnam",107
Cam Đức,12.054020999585331,109.1605852,"3536+M78, QL1A, Cam Đức, Cam Lâm, Khánh Hòa, Vietnam",108
Cẩm Giang,20.967844900403755,106.169939,"40 Độc Lập, Kim Giang, Cẩm Giàng, Hải Dương, Vietnam",109
Cẩm Khê,21.426326700409525,105.1350331,"C4GM+6X2, TT. Lâm Thao, Cẩm Khê District, Phu Tho Province, Vietnam",110
Cam Lộ,16.812111500115336,106.99814139999998,"100 Cần Vương, TT. Cam Lộ, Cam Lộ, Quảng Trị, Vietnam",111
Cẩm Xuyên,18.25061850025598,106.0026866,"18 Nguyễn Biên, TT. Cẩm Xuyên, Cẩm Xuyên, Hà Tĩnh, Vietnam",112
Cẩm Y Đông,15.574731299975054,108.3505236,"H9F2+V6 Phú Ninh District, Quảng Nam, Vietnam",113
Cần Đước,10.503534399465677,106.6042501,"4 Trần Hưng Đạo, TT. Cần Đước, Cần Đước, Long An, Vietnam",114
Cần Giuộc,10.607315799472117,106.6724348,"Nguyễn Đình Chiểu/Lãnh Binh Thái/7 Nghĩa Sỹ Cần Giuộc, Tân Tập, Cần Giuộc, Long An, Vietnam",115
Càng Long,9.99744859943788,106.204674,"X6X3+4X9, QL53, TT. Càng Long, Càng Long, Trà Vinh, Vietnam",116
Cảnh Dương,17.872539200222242,106.449137,"VCCX+XQX, Cảnh Dương, Quảng Trạch, Quảng Bình, Vietnam",117
Cành Nàng,20.35561720038688,105.2172404,"Thôn, 9648+3JV, Phố 1, Bá Thước, Thanh Hoá, Vietnam",118
Can Thanh,10.41089199946014,106.9682997,"2 368, Tổ 4, Cần Giờ, Thành phố Hồ Chí Minh, Vietnam",119
Cao Lộc,21.86514370040945,106.76777439999998,"VQ79+W3J, Hợp Thành, Cao Lộc District, Lạng Sơn, Vietnam",120
Cao Phong,20.705314200397787,105.32084,"126 QL6, TT. Cao Phong, Cao Phong, Hòa Bình, Vietnam",121
Cao Thượng,21.387069000409262,106.12931399999998,"94PH+VQ5, TT. Cao Thượng, Tân Yên, Bắc Giang, Vietnam",122
Cát Bà,20.72383750039827,107.0497924,"Công Ty Trách Nhiệm Hữu Hạn Vận Tải - Du Lịch Cát Bà, 276, Đường Núi Ngọc, Thị Trấn Cát Bà, TT. Cát Bà, Cát Hải, Hải Phòng, Vietnam",123
Cát Hải,20.795987200400063,106.8869387,"QVWP+9QV, Cát Hải, Hai Phong, Vietnam",124
Cát Thành,20.257880700383243,106.2780773,"775H+56 Trực Ninh, Nam Định, Vietnam",125
Cát Tiên,11.583309999543983,107.36101309999998,"H9M6+98M, Đồng Nai, Cát Tiên, Lâm Đồng, Vietnam",126
Cát Tiến,13.943779599783666,109.2386071,"W6VQ+G5H, QL19B, Cát Tiến, Phù Cát, Bình Định, Vietnam",127
Cầu Giát,19.14367440032425,105.6334282,"4JVM+5H4, Hồng Long, Quỳnh Lưu, Nghệ An, Vietnam",128
Cầu Kè,9.871122399431894,106.06051239999998,"V3C6+74W, Cầu Kè, Cầu Kè District, Tra Vinh, Vietnam",129
Cầu Ngang,9.797489499428584,106.45335869999998,"QFW3+R89, Khóm Minh Thuận B, Cầu Ngang, Trà Vinh 87806, Vietnam",130
Cầu Nhân,20.487944900391405,106.34045209999998,"F8QR+55 Thái Bình, Vietnam",131
Cầu Quan,9.770666399427412,106.1209118,"28 Hùng Vương, TT. Cầu Quan, Tiểu Cần, Trà Vinh, Vietnam",132
Cầu Treo,18.39028880026776,105.1592434,"95R5+8J5, Sơn Kim 1, Hương Sơn, Ha Tinh, Vietnam",133
Cây Dương,9.779068799427776,105.7347384,"QPHP+P36, ĐT927, Cây Dương, Phụng Hiệp, Hậu Giang, Vietnam",134
Chánh Trực,14.221499899815749,109.167043,"65C8+J9X, Mỹ Thọ, Phù Mỹ District, Bình Định, Vietnam",135
Chà Nòi,17.640889300200328,106.1159944,"Đ. Hồ Chí Minh, Xuân Trạch, Bố Trạch, Quảng Bình, Vietnam",136
Chantrea,10.994985399498264,106.11741929999998,"X4V8+XX Krong Bavet, Cambodia",137
Châu Hưng,9.344154099411169,105.71665489999998,"8PV8+MM Vĩnh Lợi, Bac Lieu, Vietnam",138
Châu Ố,15.297946399942491,108.76181,"391 QL1A, Châu ổ, Bình Sơn, Quảng Ngãi, Vietnam",139
Chau Thanh,10.310830399454384,106.358565,"353 Ấp 6, Xã Tân Thạch, Huyện Châu Thành, Tân Thạch, Châu Thành, Bến Tre, Vietnam",140
Châu Thành,11.312718899522087,106.0228282,"88 Võ Thị Sáu, TT. Châu Thành, Châu Thành, Tây Ninh, Vietnam",141
Châu Thành,9.704003499424571,105.8996062,"Ấp Trà Quýt A, Xã Thuận Hòa, Huyện Mỹ Tú, PV3X+JVW, Thị Trấn Châu Thành, Châu Thành, Sóc Trăng, Vietnam",142
Châu Thành,9.870466599431865,106.3485769,"V8CX+4CC, TT. Châu Thành, Châu Thành, Trà Vinh, Vietnam",143
Chi Đông,21.209679000407544,105.7602023,"1, 1 Tổ 3, Chi Đông, Mê Linh, Hà Nội, Vietnam",144
Chi Lăng,21.573556000410115,106.502583,"HGF3+C2 Chi Lăng District, Lạng Sơn, Vietnam",145
Chi Lăng,10.529924399467292,105.02746709999998,"G2JG+4X7, TL 948, TT. Chi Lăng, Thị xã Tịnh Biên, An Giang, Vietnam",146
Chi Nê,20.49924050039177,105.78029979999998,"FQXJ+M4 Lạc Thủy, Hoa Binh, Vietnam",147
Chí Thạnh,13.30635719971218,109.2153649,"19 Đường Ngân Sơn, Chí Thạnh, Tuy An, Phú Yên, Vietnam",148
Chí Tru,18.310487100261074,105.91054699999998,"8W66+JCF, Đại Nài, Hà Tĩnh, Ha Tinh, Vietnam",149
Chợ Chu,21.911391000409125,105.6433309,"168 ĐT254, Chợ Chu, Định Hóa, Thái Nguyên, Vietnam",150
Chợ Chùa,15.049682099913158,108.78005690000002,"Hẻm 46 Nguyễn Chánh, TT. Chợ Chùa, Nghĩa Hành, Quảng Ngãi, Vietnam",151
Cho Gao,10.352638899456762,106.4618342,"9F26+VRP, Vương Đình Thống, TT. Chợ Gao, Chợ Gạo, Tiền Giang, Vietnam",152
Chợ Lách,10.260551899451585,106.1210175,"745C+XG4, Khu phố 2, Chợ Lách, Bến Tre, Vietnam",153
Chợ Lầu,11.222695599515127,108.5057239,"48 Trần Hưng Đạo, Chợ Lầu, Bắc Bình, Bình Thuận, Vietnam",154
Cho Moi,10.550506099468558,105.3975069,"94 Hai Bà Trưng, TT. Chợ Mới, Chợ Mới, An Giang, Vietnam",155
Chơn Thành,11.416694999530334,106.6198155,"CJ89+PVF, QL14, Chơn Thành, Bình Phước, Vietnam",156
Chợ Rã,22.451339800400817,105.72297899999998,"FP2F+Q52, QL279, TT. Chợ Rầm, Ba Bể, Bắc Kạn, Vietnam",157
Chợ Vàm,10.70730429947854,105.3414156,"P84R+WH Phú Tân District, An Giang, Vietnam",158
Chũ,21.373345400409164,106.565966,"9HF8+8C7, Lê Duẩn, Lục Ngạn, Bắc Giang, Vietnam",159
Chúc Sơn,20.92297430040287,105.694472,"WMFV+7RW, QL6, Ngọc Hoà, Chương Mỹ, Hà Nội, Vietnam",160
Chư Prông,13.757196499762392,107.8882538,"QV4Q+P8R, Hai Bà Trưng, TT. Chư Prông, Chư Prông, Gia Lai, Vietnam",161
Chư Sê,13.696501499755524,108.0770877,"799 Đ. Hùng Vương, TT. Chư Sê, h. Chư Sê, Gia Lai, Vietnam",162
Chư Ty,13.800769999767336,107.6946964,"42 Đ. Phạm Văn Đồng, TT. Chư Ty, Đức Cơ, Gia Lai, Vietnam",163
Cốc Pài,22.68180710039477,104.4634879,"MFJ6+PWP, Cốc Pài, Xín Mần District, Ha Giang, Vietnam",164
Cờ Đỏ,10.097721499442908,105.4333258,"3CXM+38 Cờ Đỏ, Cần Thơ, Vietnam",165
Cổ Lễ,20.31836230038552,106.2620432,"8796+QP5, Lạc Long Quân, Trung Đôn, Trực Ninh, Nam Định, Vietnam",166
Cổ Lũy,15.16980239992736,108.8875798,"5VCP+8Q, Tịnh Khê, Son Tinh District, Quang Ngai, Vietnam",167
Cồn,20.1257043003779,106.2784771,"47GH+87C, Khu 4A, Hải Hậu, Nam Định, Vietnam",168
Con Cuong,19.050735700317965,104.8802469,"3V2J+82Q, Con Cuông, Con Cuông District, Nghe An, Vietnam",169
Con Dao,8.68321869939512,106.60631429999998,"MJM4+8G3 Côn Đảo Clock Tower, Đường Lê Hồng Phong, Côn Đảo, Bà Rịa - Vũng Tàu, Vietnam",170
Cổ Phúc,21.760396200409968,104.8319836,"QR6J+J53, TT. Cổ Phúc, Trấn Yên, Yên Bái, Vietnam",171
Cô Tô,20.97225000040384,107.7648468,"khu 3, thị trấn cô tô, TT. Cô Tô, Cô Tô, Quảng Ninh, Vietnam",172
Cô Tô,10.364680699457452,105.01551069999998,"9278+G48, Cô Tô, Tri Tôn, An Giang, Vietnam",173
Cửa Lò,18.819885600301493,105.716589,"RP98+VH2, khối 7, Cửa Lò, Nghệ An, Vietnam",174
Cửa Tùng,17.01745550013725,107.1038832,"2483+VHF, Tỉnh lộ 70, Vĩnh Quang, Vĩnh Linh, Quảng Trị, Vietnam",175
Cửa Việt,16.906442900125462,107.181525,"W54J+HM3, Tân Lợi, Gio Linh District, Quảng Trị, Vietnam",176
Củ Chi,10.971845899496612,106.4872579,"83 Nguyễn Văn Khạ, TT. Củ Chi, Củ Chi, Thành phố Hồ Chí Minh, Vietnam",177
Cù Lao Dung,9.671508999423232,106.1529823,"M5C3+F76, Cù Lao Dung, Cù Lao Dung District, Soc Trang, Vietnam",178
Củng Sơn,13.039691199683435,108.971597,"2XQC+RFX, Trần Phú, Củng Sơn, Sơn Hòa, Phú Yên, Vietnam",179
Cửu Đỉnh,17.713498000207295,106.48324379999998,"PF7M+97 Quảng Trạch District, Quang Binh Province, Vietnam",180
Đà Bắc,20.88017610040197,105.2409896,"V6JR+39 Đà Bắc District, Hoa Binh, Vietnam",181
Đại Đình,21.447814900409654,105.57272679999998,"CHXC+3X4, Đại Đình, Tam Đảo District, Vĩnh Phúc, Vietnam",182
Đại Hưng,15.876478900010229,107.8803563,"VVGH+8R, Đại Hưng, Đại Lộc, Quảng Nam, Vietnam",183
Đại Lý,12.741487099652304,108.12328100000002,"P4RF+H8 Cư M'gar District, Dak Lak, Vietnam",184
Đại Ngãi,9.7331744994258,106.0743049,"P3MF+3WM Nhà máy chế biến Thủy hải sản Ngọc Thái, QL60, Đại Ngãi, Long Phú, Sóc Trăng, Vietnam",185
Đại Nghĩa,20.685014800397248,105.7406267,"40, TT. Đại Nghĩa, Mỹ Đức, Hà Nội, Vietnam",186
Đại Phong,15.698384999989514,108.1230438,"M4XC+8P2, ĐT611, Sơn Viên, Nông Sơn, Quảng Nam, Vietnam",187
Đắk Chum,14.901038999895588,107.98079289999998,"WX2J+C8 Tu Mơ Rông District, Kon Tum, Vietnam",188
Đắk Đoa,13.992755899789293,108.11421339999998,"74 Lý Thường Kiệt, TT. Đăk Đoa, Đăk Đoa, Gia Lai, Vietnam",189
Đắk Glei,15.086416999917502,107.735768,"238 Hùng Vương, TT. Đắk GLei, Đắk Glei, Kon Tum, Vietnam",190
Đắk Hà,14.51334549984987,107.9215147,"254 Hùng Vương, TT. Đắk Hà, Đăk Hà, Kon Tum, Vietnam",191
Đăk Kin3,14.950672399901457,108.04703700000002,"X22W+7R Tu Mơ Rông District, Kon Tum, Vietnam",192
Đắk Mâm,12.457885999623809,107.86246099999998,"18 Tôn Đức Thắng, Đắk Mâm, Krông Nô, Đắk Nông, Vietnam",193
Đăk Mil,12.448889699622924,107.6250921,"68 Quang Trung, Đắk Mil, Đắk Nông, Vietnam",194
Đak Pơ,13.975643999787325,108.5540146,"129 Trần Phú, Đắk Pơ, Gia Lai, Vietnam",195
Đăk Rve,14.50729099984916,108.2455541,"114 AH132, TT. Đắk Rve, Kon Rẫy, Kon Tum, Vietnam",196
Đắk Tô,14.661247699867271,107.84003599999998,"MR6Q+CX8, Quảng trường, Đắk Tô, Kon Tum, Vietnam",197
Đak Wak,14.990111199906112,107.7317601,"XPRJ+2P Đắk Glei District, Kon Tum, Vietnam",198
Đầm Dơi,8.99469329940128,105.1974423,"X5VX+W3X, Vùng 4, Đầm Dơi, Cà Mau, Vietnam",199
Đầm Hà,21.353764300409008,107.59147849999998,"9H3R+9HR, Lê Lương, TT. Đầm Hà, Đầm Hà, Quảng Ninh, Vietnam",200
Đạ M'Ri,11.410567899529838,107.65925529999998,"262 QL20, Đạ M'Ri, Đạ Huoai, Lâm Đồng, Vietnam",201
Đam Rông,12.125461899591942,108.13734239999998,"44GQ+75, Xã Đạ Rsal, Đam Rông District, Lam Dong, Vietnam",202
Dàng Kang,12.599542299637898,108.33392589999998,"H8XM+RH Krông Bông District, Dak Lak, Vietnam",203
Đá Nổi,16.639478700096543,107.0297342,"J2QH+QV Đa Krông District, Quảng Trị, Vietnam",204
Đảo Cái Chiên,21.33522070040885,107.7838581,"8QPM+3G Hải Hà District, Quảng Ninh, Vietnam",205
Đạo Đức,21.243447500407942,105.6660887,"6MV8+FFF, Đạo Đức, Bình Xuyên District, Vĩnh Phúc, Vietnam",206
Dat Do,10.489923199464853,107.2696556,"F7Q9+XQC, QL55, TT.Đất Đỏ, Đất Đỏ, Bà Rịa - Vũng Tàu, Vietnam",207
Đạ Tẻh,11.516982499538484,107.4935149,"265 Đường Hùng Vương, Đạ Tẻh, Lâm Đồng, Vietnam",208
Dầu Giây,10.941312499494448,107.1420731,"117 2, khu phố Lập Thành, Thống Nhất, Đồng Nai, Vietnam",209
